id,name,zipcode,country_id/id,state_id/id
city_co_115,URRAO,5847,base.co,base.state_co_01
city_co_116,VALDIVIA,5854,base.co,base.state_co_01
city_co_117,VALPARAÍSO,5856,base.co,base.state_co_01
city_co_118,VEGACHÍ,5858,base.co,base.state_co_01
city_co_119,VENECIA,5861,base.co,base.state_co_01
city_co_120,VIGÍA DEL FUERTE,5873,base.co,base.state_co_01
city_co_121,YALÍ,5885,base.co,base.state_co_01
city_co_122,YARUMAL,5887,base.co,base.state_co_01
city_co_123,YOLOMBÓ,5890,base.co,base.state_co_01
city_co_124,YONDÓ,5893,base.co,base.state_co_01
city_co_125,ZARAGOZA,5895,base.co,base.state_co_01
city_co_126,BARRANQUILLA,8001,base.co,base.state_co_02
city_co_127,BARANOA,8078,base.co,base.state_co_02
city_co_128,CAMPO DE LA CRUZ,8137,base.co,base.state_co_02
city_co_129,CANDELARIA,8141,base.co,base.state_co_02
city_co_130,GALAPA,8296,base.co,base.state_co_02
city_co_131,JUAN DE ACOSTA,8372,base.co,base.state_co_02
city_co_132,LURUACO,8421,base.co,base.state_co_02
city_co_133,MALAMBO,8433,base.co,base.state_co_02
city_co_134,MANATÍ,8436,base.co,base.state_co_02
city_co_135,PALMAR DE VARELA,8520,base.co,base.state_co_02
city_co_136,PIOJÓ,8549,base.co,base.state_co_02
city_co_137,POLONUEVO,8558,base.co,base.state_co_02
city_co_138,PONEDERA,8560,base.co,base.state_co_02
city_co_139,PUERTO COLOMBIA,8573,base.co,base.state_co_02
city_co_140,REPELÓN,8606,base.co,base.state_co_02
city_co_141,SABANAGRANDE,8634,base.co,base.state_co_02
city_co_142,SABANALARGA,8638,base.co,base.state_co_02
city_co_143,SANTA LUCÍA,8675,base.co,base.state_co_02
city_co_144,SANTO TOMÁS,8685,base.co,base.state_co_02
city_co_145,SOLEDAD,8758,base.co,base.state_co_02
city_co_146,SUAN,8770,base.co,base.state_co_02
city_co_147,TUBARÁ,8832,base.co,base.state_co_02
city_co_148,USIACURÍ,8849,base.co,base.state_co_02
city_co_149,"BOGOTÁ, D.C.",11001,base.co,base.state_co_03
city_co_150,CARTAGENA DE INDIAS,13001,base.co,base.state_co_04
city_co_151,ACHÍ,13006,base.co,base.state_co_04
city_co_152,ALTOS DEL ROSARIO,13030,base.co,base.state_co_04
city_co_153,ARENAL,13042,base.co,base.state_co_04
city_co_154,ARJONA,13052,base.co,base.state_co_04
city_co_155,ARROYOHONDO,13062,base.co,base.state_co_04
city_co_156,BARRANCO DE LOBA,13074,base.co,base.state_co_04
city_co_157,CALAMAR,13140,base.co,base.state_co_04
city_co_158,CANTAGALLO,13160,base.co,base.state_co_04
city_co_159,CICUCO,13188,base.co,base.state_co_04
city_co_160,CÓRDOBA,13212,base.co,base.state_co_04
city_co_161,CLEMENCIA,13222,base.co,base.state_co_04
city_co_162,EL CARMEN DE BOLÍVAR,13244,base.co,base.state_co_04
city_co_163,EL GUAMO,13248,base.co,base.state_co_04
city_co_164,EL PEÑÓN,13268,base.co,base.state_co_04
city_co_165,HATILLO DE LOBA,13300,base.co,base.state_co_04
city_co_166,MAGANGUÉ,13430,base.co,base.state_co_04
city_co_167,MAHATES,13433,base.co,base.state_co_04
city_co_168,MARGARITA,13440,base.co,base.state_co_04
city_co_169,MARÍA LA BAJA,13442,base.co,base.state_co_04
city_co_170,MONTECRISTO,13458,base.co,base.state_co_04
city_co_171,SANTA CRUZ DE MOMPOX,13468,base.co,base.state_co_04
city_co_172,MORALES,13473,base.co,base.state_co_04
city_co_173,NOROSÍ,13490,base.co,base.state_co_04
city_co_174,PINILLOS,13549,base.co,base.state_co_04
city_co_175,REGIDOR,13580,base.co,base.state_co_04
city_co_176,RÍO VIEJO,13600,base.co,base.state_co_04
city_co_177,SAN CRISTÓBAL,13620,base.co,base.state_co_04
city_co_178,SAN ESTANISLAO,13647,base.co,base.state_co_04
city_co_179,SAN FERNANDO,13650,base.co,base.state_co_04
city_co_180,SAN JACINTO,13654,base.co,base.state_co_04
city_co_181,SAN JACINTO DEL CAUCA,13655,base.co,base.state_co_04
city_co_182,SAN JUAN NEPOMUCENO,13657,base.co,base.state_co_04
city_co_183,SAN MARTÍN DE LOBA,13667,base.co,base.state_co_04
city_co_184,SAN PABLO,13670,base.co,base.state_co_04
city_co_185,SANTA CATALINA,13673,base.co,base.state_co_04
city_co_186,SANTA ROSA,13683,base.co,base.state_co_04
city_co_187,SANTA ROSA DEL SUR,13688,base.co,base.state_co_04
city_co_188,SIMITÍ,13744,base.co,base.state_co_04
city_co_189,SOPLAVIENTO,13760,base.co,base.state_co_04
city_co_190,TALAIGUA NUEVO,13780,base.co,base.state_co_04
city_co_191,TIQUISIO,13810,base.co,base.state_co_04
city_co_192,TURBACO,13836,base.co,base.state_co_04
city_co_193,TURBANÁ,13838,base.co,base.state_co_04
city_co_194,VILLANUEVA,13873,base.co,base.state_co_04
city_co_195,ZAMBRANO,13894,base.co,base.state_co_04
city_co_196,TUNJA,15001,base.co,base.state_co_05
city_co_197,ALMEIDA,15022,base.co,base.state_co_05
city_co_198,AQUITANIA,15047,base.co,base.state_co_05
city_co_199,ARCABUCO,15051,base.co,base.state_co_05
city_co_200,BELÉN,15087,base.co,base.state_co_05
city_co_201,BERBEO,15090,base.co,base.state_co_05
city_co_202,BETÉITIVA,15092,base.co,base.state_co_05
city_co_203,BOAVITA,15097,base.co,base.state_co_05
city_co_204,BOYACÁ,15104,base.co,base.state_co_05
city_co_205,BRICEÑO,15106,base.co,base.state_co_05
city_co_206,BUENAVISTA,15109,base.co,base.state_co_05
city_co_207,BUSBANZÁ,15114,base.co,base.state_co_05
city_co_208,CALDAS,15131,base.co,base.state_co_05
city_co_209,CAMPOHERMOSO,15135,base.co,base.state_co_05
city_co_210,CERINZA,15162,base.co,base.state_co_05
city_co_211,CHINAVITA,15172,base.co,base.state_co_05
city_co_212,CHIQUINQUIRÁ,15176,base.co,base.state_co_05
city_co_213,CHISCAS,15180,base.co,base.state_co_05
city_co_214,CHITA,15183,base.co,base.state_co_05
city_co_215,CHITARAQUE,15185,base.co,base.state_co_05
city_co_216,CHIVATÁ,15187,base.co,base.state_co_05
city_co_217,CIÉNEGA,15189,base.co,base.state_co_05
city_co_218,CÓMBITA,15204,base.co,base.state_co_05
city_co_219,COPER,15212,base.co,base.state_co_05
city_co_220,CORRALES,15215,base.co,base.state_co_05
city_co_221,COVARACHÍA,15218,base.co,base.state_co_05
city_co_222,CUBARÁ,15223,base.co,base.state_co_05
city_co_223,CUCAITA,15224,base.co,base.state_co_05
city_co_224,CUÍTIVA,15226,base.co,base.state_co_05
city_co_225,CHÍQUIZA,15232,base.co,base.state_co_05
city_co_226,CHIVOR,15236,base.co,base.state_co_05
city_co_227,DUITAMA,15238,base.co,base.state_co_05
city_co_228,EL COCUY,15244,base.co,base.state_co_05
city_co_229,EL ESPINO,15248,base.co,base.state_co_05
city_co_230,FIRAVITOBA,15272,base.co,base.state_co_05
city_co_231,FLORESTA,15276,base.co,base.state_co_05
city_co_232,GACHANTIVÁ,15293,base.co,base.state_co_05
city_co_233,GÁMEZA,15296,base.co,base.state_co_05
city_co_234,GARAGOA,15299,base.co,base.state_co_05
city_co_235,GUACAMAYAS,15317,base.co,base.state_co_05
city_co_236,GUATEQUE,15322,base.co,base.state_co_05
city_co_237,GUAYATÁ,15325,base.co,base.state_co_05
city_co_238,GÜICÁN DE LA SIERRA,15332,base.co,base.state_co_05
city_co_239,IZA,15362,base.co,base.state_co_05
city_co_240,JENESANO,15367,base.co,base.state_co_05
city_co_241,JERICÓ,15368,base.co,base.state_co_05
city_co_242,LABRANZAGRANDE,15377,base.co,base.state_co_05
city_co_243,LA CAPILLA,15380,base.co,base.state_co_05
city_co_244,LA VICTORIA,15401,base.co,base.state_co_05
city_co_245,LA UVITA,15403,base.co,base.state_co_05
city_co_246,VILLA DE LEYVA,15407,base.co,base.state_co_05
city_co_247,MACANAL,15425,base.co,base.state_co_05
city_co_248,MARIPÍ,15442,base.co,base.state_co_05
city_co_249,MIRAFLORES,15455,base.co,base.state_co_05
city_co_250,MONGUA,15464,base.co,base.state_co_05
city_co_251,MONGUÍ,15466,base.co,base.state_co_05
city_co_252,MONIQUIRÁ,15469,base.co,base.state_co_05
city_co_253,MOTAVITA,15476,base.co,base.state_co_05
city_co_254,MUZO,15480,base.co,base.state_co_05
city_co_255,NOBSA,15491,base.co,base.state_co_05
city_co_256,NUEVO COLÓN,15494,base.co,base.state_co_05
city_co_257,OICATÁ,15500,base.co,base.state_co_05
city_co_258,OTANCHE,15507,base.co,base.state_co_05
city_co_259,PACHAVITA,15511,base.co,base.state_co_05
city_co_260,PÁEZ,15514,base.co,base.state_co_05
city_co_261,PAIPA,15516,base.co,base.state_co_05
city_co_262,PAJARITO,15518,base.co,base.state_co_05
city_co_263,PANQUEBA,15522,base.co,base.state_co_05
city_co_264,PAUNA,15531,base.co,base.state_co_05
city_co_265,PAYA,15533,base.co,base.state_co_05
city_co_266,PAZ DE RÍO,15537,base.co,base.state_co_05
city_co_267,PESCA,15542,base.co,base.state_co_05
city_co_268,PISBA,15550,base.co,base.state_co_05
city_co_269,PUERTO BOYACÁ,15572,base.co,base.state_co_05
city_co_270,QUÍPAMA,15580,base.co,base.state_co_05
city_co_271,RAMIRIQUÍ,15599,base.co,base.state_co_05
city_co_272,RÁQUIRA,15600,base.co,base.state_co_05
city_co_273,RONDÓN,15621,base.co,base.state_co_05
city_co_274,SABOYÁ,15632,base.co,base.state_co_05
city_co_275,SÁCHICA,15638,base.co,base.state_co_05
city_co_276,SAMACÁ,15646,base.co,base.state_co_05
city_co_277,SAN EDUARDO,15660,base.co,base.state_co_05
city_co_278,SAN JOSÉ DE PARE,15664,base.co,base.state_co_05
city_co_279,SAN LUIS DE GACENO,15667,base.co,base.state_co_05
city_co_280,SAN MATEO,15673,base.co,base.state_co_05
city_co_281,SAN MIGUEL DE SEMA,15676,base.co,base.state_co_05
city_co_282,SAN PABLO DE BORBUR,15681,base.co,base.state_co_05
city_co_283,SANTANA,15686,base.co,base.state_co_05
city_co_284,SANTA MARÍA,15690,base.co,base.state_co_05
city_co_285,SANTA ROSA DE VITERBO,15693,base.co,base.state_co_05
city_co_286,SANTA SOFÍA,15696,base.co,base.state_co_05
city_co_287,SATIVANORTE,15720,base.co,base.state_co_05
city_co_288,SATIVASUR,15723,base.co,base.state_co_05
city_co_289,SIACHOQUE,15740,base.co,base.state_co_05
city_co_290,SOATÁ,15753,base.co,base.state_co_05
city_co_291,SOCOTÁ,15755,base.co,base.state_co_05
city_co_292,SOCHA,15757,base.co,base.state_co_05
city_co_293,SOGAMOSO,15759,base.co,base.state_co_05
city_co_294,SOMONDOCO,15761,base.co,base.state_co_05
city_co_295,SORA,15762,base.co,base.state_co_05
city_co_296,SOTAQUIRÁ,15763,base.co,base.state_co_05
city_co_297,SORACÁ,15764,base.co,base.state_co_05
city_co_298,SUSACÓN,15774,base.co,base.state_co_05
city_co_299,SUTAMARCHÁN,15776,base.co,base.state_co_05
city_co_300,SUTATENZA,15778,base.co,base.state_co_05
city_co_301,TASCO,15790,base.co,base.state_co_05
city_co_302,TENZA,15798,base.co,base.state_co_05
city_co_303,TIBANÁ,15804,base.co,base.state_co_05
city_co_304,TIBASOSA,15806,base.co,base.state_co_05
city_co_305,TINJACÁ,15808,base.co,base.state_co_05
city_co_306,TIPACOQUE,15810,base.co,base.state_co_05
city_co_307,TOCA,15814,base.co,base.state_co_05
city_co_308,TOGÜÍ,15816,base.co,base.state_co_05
city_co_309,TÓPAGA,15820,base.co,base.state_co_05
city_co_310,TOTA,15822,base.co,base.state_co_05
city_co_311,TUNUNGUÁ,15832,base.co,base.state_co_05
city_co_312,TURMEQUÉ,15835,base.co,base.state_co_05
city_co_313,TUTA,15837,base.co,base.state_co_05
city_co_314,TUTAZÁ,15839,base.co,base.state_co_05
city_co_315,ÚMBITA,15842,base.co,base.state_co_05
city_co_316,VENTAQUEMADA,15861,base.co,base.state_co_05
city_co_317,VIRACACHÁ,15879,base.co,base.state_co_05
city_co_318,ZETAQUIRA,15897,base.co,base.state_co_05
city_co_319,MANIZALES,17001,base.co,base.state_co_06
city_co_320,AGUADAS,17013,base.co,base.state_co_06
city_co_321,ANSERMA,17042,base.co,base.state_co_06
city_co_322,ARANZAZU,17050,base.co,base.state_co_06
city_co_323,BELALCÁZAR,17088,base.co,base.state_co_06
city_co_324,CHINCHINÁ,17174,base.co,base.state_co_06
city_co_325,FILADELFIA,17272,base.co,base.state_co_06
city_co_326,LA DORADA,17380,base.co,base.state_co_06
city_co_327,LA MERCED,17388,base.co,base.state_co_06
city_co_328,MANZANARES,17433,base.co,base.state_co_06
city_co_329,MARMATO,17442,base.co,base.state_co_06
city_co_330,MARQUETALIA,17444,base.co,base.state_co_06
city_co_331,MARULANDA,17446,base.co,base.state_co_06
city_co_332,NEIRA,17486,base.co,base.state_co_06
city_co_333,NORCASIA,17495,base.co,base.state_co_06
city_co_334,PÁCORA,17513,base.co,base.state_co_06
city_co_335,PALESTINA,17524,base.co,base.state_co_06
city_co_336,PENSILVANIA,17541,base.co,base.state_co_06
city_co_337,RIOSUCIO,17614,base.co,base.state_co_06
city_co_338,RISARALDA,17616,base.co,base.state_co_06
city_co_339,SALAMINA,17653,base.co,base.state_co_06
city_co_340,SAMANÁ,17662,base.co,base.state_co_06
city_co_341,SAN JOSÉ,17665,base.co,base.state_co_06
city_co_342,SUPÍA,17777,base.co,base.state_co_06
city_co_343,VICTORIA,17867,base.co,base.state_co_06
city_co_344,VILLAMARÍA,17873,base.co,base.state_co_06
city_co_345,VITERBO,17877,base.co,base.state_co_06
city_co_346,FLORENCIA,18001,base.co,base.state_co_07
city_co_347,ALBANIA,18029,base.co,base.state_co_07
city_co_348,BELÉN DE LOS ANDAQUÍES,18094,base.co,base.state_co_07
city_co_349,CARTAGENA DEL CHAIRÁ,18150,base.co,base.state_co_07
city_co_350,CURILLO,18205,base.co,base.state_co_07
city_co_351,EL DONCELLO,18247,base.co,base.state_co_07
city_co_352,EL PAUJÍL,18256,base.co,base.state_co_07
city_co_353,LA MONTAÑITA,18410,base.co,base.state_co_07
city_co_354,MILÁN,18460,base.co,base.state_co_07
city_co_355,MORELIA,18479,base.co,base.state_co_07
city_co_356,PUERTO RICO,18592,base.co,base.state_co_07
city_co_357,SAN JOSÉ DEL FRAGUA,18610,base.co,base.state_co_07
city_co_358,SAN VICENTE DEL CAGUÁN,18753,base.co,base.state_co_07
city_co_359,SOLANO,18756,base.co,base.state_co_07
city_co_360,SOLITA,18785,base.co,base.state_co_07
city_co_361,VALPARAÍSO,18860,base.co,base.state_co_07
city_co_362,POPAYÁN,19001,base.co,base.state_co_08
city_co_363,ALMAGUER,19022,base.co,base.state_co_08
city_co_364,ARGELIA,19050,base.co,base.state_co_08
city_co_365,BALBOA,19075,base.co,base.state_co_08
city_co_366,BOLÍVAR,19100,base.co,base.state_co_08
city_co_367,BUENOS AIRES,19110,base.co,base.state_co_08
city_co_368,CAJIBÍO,19130,base.co,base.state_co_08
city_co_369,CALDONO,19137,base.co,base.state_co_08
city_co_370,CALOTO,19142,base.co,base.state_co_08
city_co_371,CORINTO,19212,base.co,base.state_co_08
city_co_372,EL TAMBO,19256,base.co,base.state_co_08
city_co_373,FLORENCIA,19290,base.co,base.state_co_08
city_co_374,GUACHENÉ,19300,base.co,base.state_co_08
city_co_375,GUAPI,19318,base.co,base.state_co_08
city_co_376,INZÁ,19355,base.co,base.state_co_08
city_co_377,JAMBALÓ,19364,base.co,base.state_co_08
city_co_378,LA SIERRA,19392,base.co,base.state_co_08
city_co_379,LA VEGA,19397,base.co,base.state_co_08
city_co_380,LÓPEZ DE MICAY,19418,base.co,base.state_co_08
city_co_381,MERCADERES,19450,base.co,base.state_co_08
city_co_382,MIRANDA,19455,base.co,base.state_co_08
city_co_383,MORALES,19473,base.co,base.state_co_08
city_co_384,PADILLA,19513,base.co,base.state_co_08
city_co_385,PÁEZ,19517,base.co,base.state_co_08
city_co_386,PATÍA,19532,base.co,base.state_co_08
city_co_387,PIAMONTE,19533,base.co,base.state_co_08
city_co_388,PIENDAMÓ - TUNÍA,19548,base.co,base.state_co_08
city_co_389,PUERTO TEJADA,19573,base.co,base.state_co_08
city_co_390,PURACÉ,19585,base.co,base.state_co_08
city_co_391,ROSAS,19622,base.co,base.state_co_08
city_co_392,SAN SEBASTIÁN,19693,base.co,base.state_co_08
city_co_393,SANTANDER DE QUILICHAO,19698,base.co,base.state_co_08
city_co_394,SANTA ROSA,19701,base.co,base.state_co_08
city_co_395,SILVIA,19743,base.co,base.state_co_08
city_co_396,SOTARÁ PAISPAMBA,19760,base.co,base.state_co_08
city_co_397,SUÁREZ,19780,base.co,base.state_co_08
city_co_398,SUCRE,19785,base.co,base.state_co_08
city_co_399,TIMBÍO,19807,base.co,base.state_co_08
city_co_400,TIMBIQUÍ,19809,base.co,base.state_co_08
city_co_401,TORIBÍO,19821,base.co,base.state_co_08
city_co_402,TOTORÓ,19824,base.co,base.state_co_08
city_co_403,VILLA RICA,19845,base.co,base.state_co_08
city_co_404,VALLEDUPAR,20001,base.co,base.state_co_09
city_co_405,AGUACHICA,20011,base.co,base.state_co_09
city_co_406,AGUSTÍN CODAZZI,20013,base.co,base.state_co_09
city_co_407,ASTREA,20032,base.co,base.state_co_09
city_co_408,BECERRIL,20045,base.co,base.state_co_09
city_co_409,BOSCONIA,20060,base.co,base.state_co_09
city_co_410,CHIMICHAGUA,20175,base.co,base.state_co_09
city_co_411,CHIRIGUANÁ,20178,base.co,base.state_co_09
city_co_412,CURUMANÍ,20228,base.co,base.state_co_09
city_co_413,EL COPEY,20238,base.co,base.state_co_09
city_co_414,EL PASO,20250,base.co,base.state_co_09
city_co_415,GAMARRA,20295,base.co,base.state_co_09
city_co_416,GONZÁLEZ,20310,base.co,base.state_co_09
city_co_417,LA GLORIA,20383,base.co,base.state_co_09
city_co_418,LA JAGUA DE IBIRICO,20400,base.co,base.state_co_09
city_co_419,MANAURE BALCÓN DEL CESAR,20443,base.co,base.state_co_09
city_co_420,PAILITAS,20517,base.co,base.state_co_09
city_co_421,PELAYA,20550,base.co,base.state_co_09
city_co_422,PUEBLO BELLO,20570,base.co,base.state_co_09
city_co_423,RÍO DE ORO,20614,base.co,base.state_co_09
city_co_424,LA PAZ,20621,base.co,base.state_co_09
city_co_425,SAN ALBERTO,20710,base.co,base.state_co_09
city_co_426,SAN DIEGO,20750,base.co,base.state_co_09
city_co_427,SAN MARTÍN,20770,base.co,base.state_co_09
city_co_428,TAMALAMEQUE,20787,base.co,base.state_co_09
city_co_429,MONTERÍA,23001,base.co,base.state_co_10
city_co_430,AYAPEL,23068,base.co,base.state_co_10
city_co_431,BUENAVISTA,23079,base.co,base.state_co_10
city_co_432,CANALETE,23090,base.co,base.state_co_10
city_co_433,CERETÉ,23162,base.co,base.state_co_10
city_co_434,CHIMÁ,23168,base.co,base.state_co_10
city_co_435,CHINÚ,23182,base.co,base.state_co_10
city_co_436,CIÉNAGA DE ORO,23189,base.co,base.state_co_10
city_co_437,COTORRA,23300,base.co,base.state_co_10
city_co_438,LA APARTADA,23350,base.co,base.state_co_10
city_co_439,LORICA,23417,base.co,base.state_co_10
city_co_440,LOS CÓRDOBAS,23419,base.co,base.state_co_10
city_co_441,MOMIL,23464,base.co,base.state_co_10
city_co_442,MONTELÍBANO,23466,base.co,base.state_co_10
city_co_443,MOÑITOS,23500,base.co,base.state_co_10
city_co_444,PLANETA RICA,23555,base.co,base.state_co_10
city_co_445,PUEBLO NUEVO,23570,base.co,base.state_co_10
city_co_446,PUERTO ESCONDIDO,23574,base.co,base.state_co_10
city_co_447,PUERTO LIBERTADOR,23580,base.co,base.state_co_10
city_co_448,PURÍSIMA DE LA CONCEPCIÓN,23586,base.co,base.state_co_10
city_co_449,SAHAGÚN,23660,base.co,base.state_co_10
city_co_450,SAN ANDRÉS DE SOTAVENTO,23670,base.co,base.state_co_10
city_co_451,SAN ANTERO,23672,base.co,base.state_co_10
city_co_452,SAN BERNARDO DEL VIENTO,23675,base.co,base.state_co_10
city_co_453,SAN CARLOS,23678,base.co,base.state_co_10
city_co_454,SAN JOSÉ DE URÉ,23682,base.co,base.state_co_10
city_co_455,SAN PELAYO,23686,base.co,base.state_co_10
city_co_456,TIERRALTA,23807,base.co,base.state_co_10
city_co_457,TUCHÍN,23815,base.co,base.state_co_10
city_co_458,VALENCIA,23855,base.co,base.state_co_10
city_co_459,AGUA DE DIOS,25001,base.co,base.state_co_11
city_co_460,ALBÁN,25019,base.co,base.state_co_11
city_co_461,ANAPOIMA,25035,base.co,base.state_co_11
city_co_462,ANOLAIMA,25040,base.co,base.state_co_11
city_co_463,ARBELÁEZ,25053,base.co,base.state_co_11
city_co_464,BELTRÁN,25086,base.co,base.state_co_11
city_co_465,BITUIMA,25095,base.co,base.state_co_11
