"id","name","code","department_id"
"369","Caldono","19137","11"
"370","Caloto","19142","11"
"371","Corinto","19212","11"
"372","El Tambo ","19256","11"
"373","Florencia","19290","11"
"374","Guachené","19300","11"
"375","Guapí","19318","11"
"376","Inzá","19355","11"
"377","Jambaló","19364","11"
"378","La Sierra ","19392","11"
"379","La Vega ","19397","11"
"380","López De Micay","19418","11"
"381","Mercaderes","19450","11"
"382","Miranda","19455","11"
"383","Morales","19473","11"
"384","Padilla","19513","11"
"385","Páez","19517","11"
"386","Patía","19532","11"
"387","Piamonte","19533","11"
"388","Piendamó - Tunía","19548","11"
"389","Puerto Tejada ","19573","11"
"390","Puracé","19585","11"
"391","Rosas","19622","11"
"392","San Sebastián ","19693","11"
"393","Santander De Quilichao","19698","11"
"394","Santa Rosa ","19701","11"
"395","Silvia","19743","11"
"396","Sotara","19760","11"
"397","Suárez","19780","11"
"398","Sucre","19785","11"
"399","Timbío","19807","11"
"400","Timbiquí","19809","11"
"401","Toribío","19821","11"
"402","Totoró","19824","11"
"403","Villa Rica ","19845","11"
"404","Valledupar","20001","12"
"405","Aguachica","20011","12"
"406","Agustín Codazzi ","20013","12"
"407","Astrea","20032","12"
"408","Becerril","20045","12"
"409","Bosconia","20060","12"
"410","Chimichagua","20175","12"
"411","Chiriguaná","20178","12"
"412","Curumaní","20228","12"
"413","El Copey ","20238","12"
"414","El Paso ","20250","12"
"415","Gamarra","20295","12"
"416","González","20310","12"
"417","La Gloria ","20383","12"
"418","La Jagua De Ibirico","20400","12"
"419","Manaure Balcón Del Cesar","20443","12"
"420","Pailitas","20517","12"
"421","Pelaya","20550","12"
"422","Pueblo Bello ","20570","12"
"423","Río De Oro","20614","12"
"424","La Paz ","20621","12"
"425","San Alberto ","20710","12"
"426","San Diego ","20750","12"
"427","San Martín ","20770","12"
"428","Tamalameque","20787","12"
"429","Montería","23001","14"
"430","Ayapel","23068","14"
"431","Buenavista","23079","14"
"432","Canalete","23090","14"
"433","Cereté","23162","14"
"434","Chimá","23168","14"
"435","Chinú","23182","14"
"436","Ciénaga De Oro","23189","14"
"437","Cotorra","23300","14"
"438","La Apartada ","23350","14"
"439","Lorica","23417","14"
"440","Los Córdobas ","23419","14"
"441","Momil","23464","14"
"442","Montelíbano","23466","14"
"443","Moñitos","23500","14"
"444","Planeta Rica ","23555","14"
"445","Pueblo Nuevo ","23570","14"
"446","Puerto Escondido ","23574","14"
"447","Puerto Libertador ","23580","14"
"448","Purísima De La Concepción","23586","14"
"449","Sahagún","23660","14"
"450","San Andrés De Sotavento","23670","14"
"451","San Antero ","23672","14"
"452","San Bernardo Del Viento","23675","14"
"453","San Carlos ","23678","14"
"454","San José De Uré","23682","14"
"455","San Pelayo ","23686","14"
"456","Tierralta","23807","14"
"457","Tuchín","23815","14"
"458","Valencia","23855","14"
"459","Agua De Dios","25001","15"
"460","Albán","25019","15"
"461","Anapoima","25035","15"
"462","Anolaima","25040","15"
"463","Arbeláez","25053","15"
"464","Beltrán","25086","15"
"465","Bituima","25095","15"
"466","Bojacá","25099","15"
"467","Cabrera","25120","15"
"468","Cachipay","25123","15"
"469","Cajicá","25126","15"
"470","Caparrapí","25148","15"
"471","Cáqueza","25151","15"
"472","Carmen De Carupa","25154","15"
"473","Chaguaní","25168","15"
"474","Chía","25175","15"
"475","Chipaque","25178","15"
"476","Choachí","25181","15"
"477","Chocontá","25183","15"
"478","Cogua","25200","15"
"479","Cota","25214","15"
"480","Cucunubá","25224","15"
"481","El Colegio ","25245","15"
"482","El Peñón ","25258","15"
"483","El Rosal ","25260","15"
"484","Facatativá","25269","15"
"485","Fómeque","25279","15"
"486","Fosca","25281","15"
"487","Funza","25286","15"
"488","Fúquene","25288","15"
"489","Fusagasugá","25290","15"
"490","Gachalá","25293","15"
"491","Gachancipá","25295","15"
"492","Gachetá","25297","15"
"493","Gama","25299","15"
"494","Girardot","25307","15"
"495","Granada","25312","15"
"496","Guachetá","25317","15"
"497","Guaduas","25320","15"
"498","Guasca","25322","15"
"499","Guataquí","25324","15"
"500","Guatavita","25326","15"
"501","Guayabal De Síquima","25328","15"
"502","Guayabetal","25335","15"
"503","Gutiérrez","25339","15"
"504","Jerusalén","25368","15"
"505","Junín","25372","15"
"506","La Calera ","25377","15"
"507","La Mesa ","25386","15"
"508","La Palma ","25394","15"
"509","La Peña ","25398","15"
"510","La Vega ","25402","15"
"511","Lenguazaque","25407","15"
"512","Machetá","25426","15"
"513","Madrid","25430","15"
"514","Manta","25436","15"
"515","Medina","25438","15"
"516","Mosquera","25473","15"
"517","Nariño","25483","15"
"518","Nemocón","25486","15"
"519","Nilo","25488","15"
"520","Nimaima","25489","15"
"521","Nocaima","25491","15"
"522","Venecia","25506","15"
"523","Pacho","25513","15"
"524","Paime","25518","15"
"525","Pandi","25524","15"
"526","Paratebueno","25530","15"
"527","Pasca","25535","15"
"528","Puerto Salgar ","25572","15"
"529","Pulí","25580","15"
"530","Quebradanegra","25592","15"
"531","Quetame","25594","15"
"532","Quipile","25596","15"
"533","Apulo","25599","15"
"534","Ricaurte","25612","15"
"535","San Antonio Del Tequendama","25645","15"
"536","San Bernardo ","25649","15"
"537","San Cayetano ","25653","15"
"538","San Francisco ","25658","15"
"539","San Juan De Rioseco","25662","15"
"540","Sasaima","25718","15"
"541","Sesquilé","25736","15"
"542","Sibaté","25740","15"
"543","Silvania","25743","15"
"544","Simijaca","25745","15"
"545","Soacha","25754","15"
"546","Sopó","25758","15"
"547","Subachoque","25769","15"
"548","Suesca","25772","15"
"549","Supatá","25777","15"
"550","Susa","25779","15"
"551","Sutatausa","25781","15"
"552","Tabio","25785","15"
"553","Tausa","25793","15"
"554","Tena","25797","15"
"555","Tenjo","25799","15"
"556","Tibacuy","25805","15"
"557","Tibirita","25807","15"
"558","Tocaima","25815","15"
"559","Tocancipá","25817","15"
"560","Topaipí","25823","15"
"561","Ubalá","25839","15"
"562","Ubaque","25841","15"
"563","Villa De San Diego De Ubaté","25843","15"
"564","Une","25845","15"
"565","Útica","25851","15"
"566","Vergara","25862","15"
"567","Vianí","25867","15"
"568","Villagómez","25871","15"
"569","Villapinzón","25873","15"
"570","Villeta","25875","15"
"571","Viotá","25878","15"
"572","Yacopí","25885","15"
"573","Zipacón","25898","15"
"574","Zipaquirá","25899","15"
"575","Quibdó","27001","13"
"576","Acandí","27006","13"
"577","Alto Baudó ","27025","13"
"578","Atrato","27050","13"
"579","Bagadó","27073","13"
"580","Bahía Solano ","27075","13"
"581","Bajo Baudó ","27077","13"
"582","Bojayá","27099","13"
"583","El Cantón Del San Pablo ","27135","13"
"584","Carmen Del Darién","27150","13"
"585","Cértegui","27160","13"
"586","Condoto","27205","13"
"587","El Carmen De Atrato","27245","13"
"588","El Litoral Del San Juan ","27250","13"
"589","Istmina","27361","13"
"590","Juradó","27372","13"
"591","Lloró","27413","13"
"592","Medio Atrato ","27425","13"
"593","Medio Baudó ","27430","13"
"594","Medio San Juan","27450","13"
"595","Nóvita","27491","13"
"596","Nuquí","27495","13"
"597","Río Iró ","27580","13"
"598","Río Quito ","27600","13"
"599","Riosucio","27615","13"
"600","San José Del Palmar","27660","13"
"601","Sipí","27745","13"
"602","Tadó","27787","13"
"603","Unguía","27800","13"
"604","Unión Panamericana ","27810","13"
"605","Neiva","41001","18"
"606","Acevedo","41006","18"
"607","Agrado","41013","18"
"608","Aipe","41016","18"
"609","Algeciras","41020","18"
"610","Altamira","41026","18"
"611","Baraya","41078","18"
"612","Campoalegre","41132","18"
"613","Colombia","41206","18"
"614","Elías","41244","18"
"615","Garzón","41298","18"
"616","Gigante","41306","18"
"617","Guadalupe","41319","18"
"618","Hobo","41349","18"
"619","Íquira","41357","18"
"620","Isnos","41359","18"
"621","La Argentina ","41378","18"
"622","La Plata ","41396","18"
"623","Nátaga","41483","18"
"624","Oporapa","41503","18"
"625","Paicol","41518","18"
"626","Palermo","41524","18"
"627","Palestina","41530","18"
"628","Pital","41548","18"
"629","Pitalito","41551","18"
"630","Rivera","41615","18"
"631","Saladoblanco","41660","18"
"632","San Agustín ","41668","18"
"633","Santa María ","41676","18"
"634","Suaza","41770","18"
"635","Tarqui","41791","18"
"636","Tesalia","41797","18"
"637","Tello","41799","18"
"638","Teruel","41801","18"
"639","Timaná","41807","18"
"640","Villavieja","41872","18"
"641","Yaguará","41885","18"
"642","Riohacha","44001","19"
"643","Albania","44035","19"
"644","Barrancas","44078","19"
"645","Dibulla","44090","19"
"646","Distracción","44098","19"
"647","El Molino ","44110","19"
"648","Fonseca","44279","19"
"649","Hatonuevo","44378","19"
"650","La Jagua Del Pilar","44420","19"
"651","Maicao","44430","19"
"652","Manaure","44560","19"
"653","San Juan Del Cesar","44650","19"
"654","Uribia","44847","19"
"655","Urumita","44855","19"
"656","Villanueva","44874","19"
"657","Santa Marta ","47001","20"
"658","Algarrobo","47030","20"
"659","Aracataca","47053","20"
"660","Ariguaní","47058","20"
"661","Cerro De San Antonio","47161","20"
"662","Chivolo","47170","20"
"663","Ciénaga","47189","20"
"664","Concordia","47205","20"
"665","El Banco ","47245","20"
"666","El Piñón ","47258","20"
"667","El Retén ","47268","20"
"668","Fundación","47288","20"
"669","Guamal","47318","20"
"670","Nueva Granada ","47460","20"
"671","Pedraza","47541","20"
"672","Pijiño Del Carmen","47545","20"
"673","Pivijay","47551","20"
"674","Plato","47555","20"
"675","Puebloviejo","47570","20"
"676","Remolino","47605","20"
"677","Sabanas De San Ángel","47660","20"
"678","Salamina","47675","20"
"679","San Sebastián De Buenavista","47692","20"
"680","San Zenón ","47703","20"
"681","Santa Ana ","47707","20"
"682","Santa Bárbara De Pinto","47720","20"
"683","Sitionuevo","47745","20"
"684","Tenerife","47798","20"
"685","Zapayán","47960","20"
"686","Zona Bananera ","47980","20"
"687","Villavicencio","50001","21"
"688","Acacías","50006","21"
"689","Barranca De Upía","50110","21"
"690","Cabuyaro","50124","21"
"691","Castilla La Nueva","50150","21"
"692","Cubarral","50223","21"
"693","Cumaral","50226","21"
"694","El Calvario ","50245","21"
"695","El Castillo ","50251","21"
"696","El Dorado ","50270","21"
"697","Fuente De Oro","50287","21"
"698","Granada","50313","21"
"699","Guamal","50318","21"
"700","Mapiripán","50325","21"
"701","Mesetas","50330","21"
"702","La Macarena ","50350","21"
"703","Uribe","50370","21"
"704","Lejanías","50400","21"
"705","Puerto Concordia ","50450","21"
"706","Puerto Gaitán ","50568","21"
"707","Puerto López ","50573","21"
"708","Puerto Lleras ","50577","21"
"709","Puerto Rico ","50590","21"
"710","Restrepo","50606","21"
"711","San Carlos De Guaroa","50680","21"
"712","San Juan De Arama","50683","21"
"713","San Juanito ","50686","21"
"714","San Martín ","50689","21"
"715","Vistahermosa","50711","21"
"716","Pasto","52001","22"
"717","Albán","52019","22"
"718","Aldana","52022","22"
"719","Ancuyá","52036","22"
"720","Arboleda","52051","22"
"721","Barbacoas","52079","22"
"722","Belén","52083","22"
"723","Buesaco","52110","22"
"724","Colón","52203","22"
"725","Consacá","52207","22"
"726","Contadero","52210","22"
"727","Córdoba","52215","22"
"728","Cuaspúd","52224","22"
"729","Cumbal","52227","22"
"730","Cumbitara","52233","22"
"731","Chachagüí","52240","22"
"732","El Charco ","52250","22"
"733","El Peñol ","52254","22"
"734","El Rosario ","52256","22"
"735","El Tablón De Gómez","52258","22"
"736","El Tambo ","52260","22"
"737","Funes","52287","22"
"738","Guachucal","52317","22"
"739","Guaitarilla","52320","22"
"740","Gualmatán","52323","22"
"741","Iles","52352","22"
"742","Imués","52354","22"
"743","Ipiales","52356","22"
"744","La Cruz ","52378","22"
"745","La Florida ","52381","22"
"746","La Llanada ","52385","22"
"747","La Tola ","52390","22"
"748","La Unión ","52399","22"
"749","Leiva","52405","22"
"750","Linares","52411","22"
"751","Los Andes ","52418","22"
"752","Magüí","52427","22"
"753","Mallama","52435","22"
"754","Mosquera","52473","22"
"755","Nariño","52480","22"
"756","Olaya Herrera ","52490","22"
"757","Ospina","52506","22"
"758","Francisco Pizarro ","52520","22"
"759","Policarpa","52540","22"
"760","Potosí","52560","22"
"761","Providencia","52565","22"
"762","Puerres","52573","22"
"763","Pupiales","52585","22"
"764","Ricaurte","52612","22"
"765","Roberto Payán ","52621","22"
"766","Samaniego","52678","22"
"767","Sandoná","52683","22"
"768","San Bernardo ","52685","22"
"769","San Lorenzo ","52687","22"
"770","San Pablo ","52693","22"
"771","San Pedro De Cartago","52694","22"
"772","Santa Bárbara ","52696","22"
"773","Santacruz","52699","22"
"774","Sapuyes","52720","22"
"775","Taminango","52786","22"
"776","Tangua","52788","22"
"777","San Andrés De Tumaco","52835","22"
"778","Túquerres","52838","22"
"779","Yacuanquer","52885","22"
"780","San José De Cúcuta","54001","23"
"781","Ábrego","54003","23"
"782","Arboledas","54051","23"
"783","Bochalema","54099","23"
"784","Bucarasica","54109","23"
"785","Cácota","54125","23"
"786","Cáchira","54128","23"
"787","Chinácota","54172","23"
"788","Chitagá","54174","23"
"789","Convención","54206","23"
"790","Cucutilla","54223","23"
"791","Durania","54239","23"
"792","El Carmen ","54245","23"
"793","El Tarra ","54250","23"
"794","El Zulia ","54261","23"
"795","Gramalote","54313","23"
"796","Hacarí","54344","23"
"797","Herrán","54347","23"
"798","Labateca","54377","23"
"799","La Esperanza ","54385","23"
"800","La Playa ","54398","23"
"801","Los Patios ","54405","23"
"802","Lourdes","54418","23"
"803","Mutiscua","54480","23"
"804","Ocaña","54498","23"
"805","Pamplona","54518","23"
"806","Pamplonita","54520","23"
"807","Puerto Santander ","54553","23"
"808","Ragonvalia","54599","23"
"809","Salazar","54660","23"
"810","San Calixto ","54670","23"
"811","San Cayetano ","54673","23"
"812","Santiago","54680","23"
"813","Sardinata","54720","23"
"814","Silos","54743","23"
"815","Teorama","54800","23"
"816","Tibú","54810","23"
"817","Toledo","54820","23"
"818","Villa Caro ","54871","23"
"819","Villa Del Rosario","54874","23"
"820","Armenia","63001","25"
"821","Buenavista","63111","25"
"822","Calarcá","63130","25"
"823","Circasia","63190","25"
"824","Córdoba","63212","25"
"825","Filandia","63272","25"
"826","Génova","63302","25"
"827","La Tebaida ","63401","25"
"828","Montenegro","63470","25"
"829","Pijao","63548","25"
"830","Quimbaya","63594","25"
"831","Salento","63690","25"
"832","Pereira","66001","26"
"833","Apía","66045","26"
"834","Balboa","66075","26"
"835","Belén De Umbría","66088","26"
"836","Dosquebradas","66170","26"
"837","Guática","66318","26"
"838","La Celia ","66383","26"
"839","La Virginia ","66400","26"
"840","Marsella","66440","26"
"841","Mistrató","66456","26"
"842","Pueblo Rico ","66572","26"
"843","Quinchía","66594","26"
"844","Santa Rosa De Cabal","66682","26"
"845","Santuario","66687","26"
"846","Bucaramanga","68001","28"
"847","Aguada","68013","28"
"848","Albania","68020","28"
"849","Aratoca","68051","28"
"850","Barbosa","68077","28"
"851","Barichara","68079","28"
"852","Barrancabermeja","68081","28"
"853","Betulia","68092","28"
"854","Bolívar","68101","28"
"855","Cabrera","68121","28"
"856","California","68132","28"
"857","Capitanejo","68147","28"
"858","Carcasí","68152","28"
"859","Cepitá","68160","28"
"860","Cerrito","68162","28"
"861","Charalá","68167","28"
"862","Charta","68169","28"
"863","Chima","68176","28"
"864","Chipatá","68179","28"
"865","Cimitarra","68190","28"
"866","Concepción","68207","28"
"867","Confines","68209","28"
"868","Contratación","68211","28"
"869","Coromoro","68217","28"
"870","Curití","68229","28"
"871","El Carmen De Chucurí","68235","28"
"872","El Guacamayo ","68245","28"
"873","El Peñón ","68250","28"
"874","El Playón ","68255","28"
"875","Encino","68264","28"
"876","Enciso","68266","28"
"877","Florián","68271","28"
"878","Floridablanca","68276","28"
"879","Galán","68296","28"
"880","Gámbita","68298","28"
"881","Girón","68307","28"
"882","Guaca","68318","28"
"883","Guadalupe","68320","28"
"884","Guapotá","68322","28"
"885","Guavatá","68324","28"
"886","Güepsa","68327","28"
"887","Hato","68344","28"
"888","Jesús María ","68368","28"
"889","Jordán","68370","28"
"890","La Belleza ","68377","28"
"891","Landázuri","68385","28"
"892","La Paz ","68397","28"
"893","Lebrija","68406","28"
"894","Los Santos ","68418","28"
"895","Macaravita","68425","28"
"896","Málaga","68432","28"
"897","Matanza","68444","28"
"898","Mogotes","68464","28"
"899","Molagavita","68468","28"
"900","Ocamonte","68498","28"
"901","Oiba","68500","28"
"902","Onzaga","68502","28"
"903","Palmar","68522","28"
"904","Palmas Del Socorro","68524","28"
