"id","name","code","department_id"
"905","Páramo","68533","28"
"906","Piedecuesta","68547","28"
"907","Pinchote","68549","28"
"908","Puente Nacional ","68572","28"
"909","Puerto Parra ","68573","28"
"910","Puerto Wilches ","68575","28"
"911","Rionegro","68615","28"
"912","Sabana De Torres","68655","28"
"913","San Andrés ","68669","28"
"914","San Benito ","68673","28"
"915","San Gil ","68679","28"
"916","San Joaquín ","68682","28"
"917","San José De Miranda","68684","28"
"918","San Miguel ","68686","28"
"919","San Vicente De Chucurí","68689","28"
"920","Santa Bárbara ","68705","28"
"921","Santa Helena Del Opón","68720","28"
"922","Simacota","68745","28"
"923","Socorro","68755","28"
"924","Suaita","68770","28"
"925","Sucre","68773","28"
"926","Suratá","68780","28"
"927","Tona","68820","28"
"928","Valle De San José","68855","28"
"929","Vélez","68861","28"
"930","Vetas","68867","28"
"931","Villanueva","68872","28"
"932","Zapatoca","68895","28"
"933","Sincelejo","70001","29"
"934","Buenavista","70110","29"
"935","Caimito","70124","29"
"936","Colosó","70204","29"
"937","Corozal","70215","29"
"938","Coveñas","70221","29"
"939","Chalán","70230","29"
"940","El Roble ","70233","29"
"941","Galeras","70235","29"
"942","Guaranda","70265","29"
"943","La Unión ","70400","29"
"944","Los Palmitos ","70418","29"
"945","Majagual","70429","29"
"946","Morroa","70473","29"
"947","Ovejas","70508","29"
"948","Palmito","70523","29"
"949","Sampués","70670","29"
"950","San Benito Abad","70678","29"
"951","San Juan De Betulia","70702","29"
"952","San Marcos ","70708","29"
"953","San Onofre ","70713","29"
"954","San Pedro ","70717","29"
"955","San Luis De Sincé","70742","29"
"956","Sucre","70771","29"
"957","Santiago De Tolú","70820","29"
"958","Tolú Viejo ","70823","29"
"959","Ibagué","73001","30"
"960","Alpujarra","73024","30"
"961","Alvarado","73026","30"
"962","Ambalema","73030","30"
"963","Anzoátegui","73043","30"
"964","Armero","73055","30"
"965","Ataco","73067","30"
"966","Cajamarca","73124","30"
"967","Carmen De Apicalá","73148","30"
"968","Casabianca","73152","30"
"969","Chaparral","73168","30"
"970","Coello","73200","30"
"971","Coyaima","73217","30"
"972","Cunday","73226","30"
"973","Dolores","73236","30"
"974","Espinal","73268","30"
"975","Falan","73270","30"
"976","Flandes","73275","30"
"977","Fresno","73283","30"
"978","Guamo","73319","30"
"979","Herveo","73347","30"
"980","Honda","73349","30"
"981","Icononzo","73352","30"
"982","Lérida","73408","30"
"983","Líbano","73411","30"
"984","San Sebastián De Mariquita","73443","30"
"985","Melgar","73449","30"
"986","Murillo","73461","30"
"987","Natagaima","73483","30"
"988","Ortega","73504","30"
"989","Palocabildo","73520","30"
"990","Piedras","73547","30"
"991","Planadas","73555","30"
"992","Prado","73563","30"
"993","Purificación","73585","30"
"994","Rioblanco","73616","30"
"995","Roncesvalles","73622","30"
"996","Rovira","73624","30"
"997","Saldaña","73671","30"
"998","San Antonio ","73675","30"
"999","San Luis ","73678","30"
"1000","Santa Isabel ","73686","30"
"1001","Suárez","73770","30"
"1002","Valle De San Juan","73854","30"
"1003","Venadillo","73861","30"
"1004","Villahermosa","73870","30"
"1005","Villarrica","73873","30"
"1006","Cali","76001","31"
"1007","Alcalá","76020","31"
"1008","Andalucía","76036","31"
"1009","Ansermanuevo","76041","31"
"1010","Argelia","76054","31"
"1011","Bolívar","76100","31"
"1012","Buenaventura","76109","31"
"1013","Guadalajara De Buga","76111","31"
"1014","Bugalagrande","76113","31"
"1015","Caicedonia","76122","31"
"1016","Calima","76126","31"
"1017","Candelaria","76130","31"
"1018","Cartago","76147","31"
"1019","Dagua","76233","31"
"1020","El Águila ","76243","31"
"1021","El Cairo ","76246","31"
"1022","El Cerrito ","76248","31"
"1023","El Dovio ","76250","31"
"1024","Florida","76275","31"
"1025","Ginebra","76306","31"
"1026","Guacarí","76318","31"
"1027","Jamundí","76364","31"
"1028","La Cumbre ","76377","31"
"1029","La Unión ","76400","31"
"1030","La Victoria ","76403","31"
"1031","Obando","76497","31"
"1032","Palmira","76520","31"
"1033","Pradera","76563","31"
"1034","Restrepo","76606","31"
"1035","Riofrío","76616","31"
"1036","Roldanillo","76622","31"
"1037","San Pedro ","76670","31"
"1038","Sevilla","76736","31"
"1039","Toro","76823","31"
"1040","Trujillo","76828","31"
"1041","Tuluá","76834","31"
"1042","Ulloa","76845","31"
"1043","Versalles","76863","31"
"1044","Vijes","76869","31"
"1045","Yotoco","76890","31"
"1046","Yumbo","76892","31"
"1047","Zarzal","76895","31"
"1048","Arauca","81001","3"
"1049","Arauquita","81065","3"
"1050","Cravo Norte ","81220","3"
"1051","Fortul","81300","3"
"1052","Puerto Rondón ","81591","3"
"1053","Saravena","81736","3"
"1054","Tame","81794","3"
"1055","Yopal","85001","10"
"1056","Aguazul","85010","10"
"1057","Chámeza","85015","10"
"1058","Hato Corozal ","85125","10"
"1059","La Salina ","85136","10"
"1060","Maní","85139","10"
"1061","Monterrey","85162","10"
"1062","Nunchía","85225","10"
"1063","Orocué","85230","10"
"1064","Paz De Ariporo","85250","10"
"1065","Pore","85263","10"
"1066","Recetor","85279","10"
"1067","Sabanalarga","85300","10"
"1068","Sácama","85315","10"
"1069","San Luis De Palenque","85325","10"
"1070","Támara","85400","10"
"1071","Tauramena","85410","10"
"1072","Trinidad","85430","10"
"1073","Villanueva","85440","10"
"1074","Mocoa","86001","24"
"1075","Colón","86219","24"
"1076","Orito","86320","24"
"1077","Puerto Asís ","86568","24"
"1078","Puerto Caicedo ","86569","24"
"1079","Puerto Guzmán ","86571","24"
"1080","Puerto Leguízamo ","86573","24"
"1081","Sibundoy","86749","24"
"1082","San Francisco ","86755","24"
"1083","San Miguel ","86757","24"
"1084","Santiago","86760","24"
"1085","Valle Del Guamuez","86865","24"
"1086","Villagarzón","86885","24"
"1087","San Andrés ","88001","27"
"1088","Providencia","88564","27"
"1089","Leticia","91001","1"
"1090","El Encanto ","91263","1"
"1091","La Chorrera ","91405","1"
"1092","La Pedrera ","91407","1"
"1093","La Victoria ","91430","1"
"1094","Mirití - Paraná","91460","1"
"1095","Puerto Alegría ","91530","1"
"1096","Puerto Arica ","91536","1"
"1097","Puerto Nariño ","91540","1"
"1098","Puerto Santander ","91669","1"
"1099","Tarapacá","91798","1"
"1100","Inírida","94001","16"
"1101","Barranco Minas ","94343","16"
"1102","Mapiripana","94663","16"
"1103","San Felipe ","94883","16"
"1104","Puerto Colombia ","94884","16"
"1105","La Guadalupe ","94885","16"
"1106","Cacahual","94886","16"
"1107","Pana Pana ","94887","16"
"1108","Morichal","94888","16"
"1109","San José Del Guaviare","95001","17"
"1110","Calamar","95015","17"
"1111","El Retorno ","95025","17"
"1112","Miraflores","95200","17"
"1113","Mitú","97001","32"
"1114","Carurú","97161","32"
"1115","Pacoa","97511","32"
"1116","Taraira","97666","32"
"1117","Papunahua","97777","32"
"1118","Yavaraté","97889","32"
"1119","Puerto Carreño ","99001","33"
"1120","La Primavera ","99524","33"
"1121","Santa Rosalía ","99624","33"
"1122","Cumaribo","99773","33"
