"id","code","description","division/id","hierarchy","parent/id","section/id","hasDivision","hasParent","hasSection"
"ciiu.4220",4220,"Construcción de proyectos de servicio público",,,"ciiu.422",,"False","True","False"
"ciiu.429",429,"Construcción de otras obras de ingeniería civil","ciiu.42",,,,"True","False","False"
"ciiu.4290",4290,"Construcción de otras obras de ingeniería civil",,,"ciiu.429",,"False","True","False"
"ciiu.43",43,"Actividades especializadas para la construcción de edificios y obras de ingeniería civil",,,,"ciiu.6","False","False","True"
"ciiu.431",431,"Demolición y preparación del terreno","ciiu.43",,,,"True","False","False"
"ciiu.4311",4311,"Demolición",,,"ciiu.431",,"False","True","False"
"ciiu.4312",4312,"Preparación del terreno",,,"ciiu.431",,"False","True","False"
"ciiu.432",432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas","ciiu.43",,,,"True","False","False"
"ciiu.4321",4321,"Instalaciones eléctricas",,,"ciiu.432",,"False","True","False"
"ciiu.4322",4322,"Instalaciones de fontanería, calefacción y aire acondicionado",,,"ciiu.432",,"False","True","False"
"ciiu.4329",4329,"Otras instalaciones especializadas",,,"ciiu.432",,"False","True","False"
"ciiu.433",433,"Terminación y acabado de edificios y obras de ingeniería civil","ciiu.43",,,,"True","False","False"
"ciiu.4330",4330,"Terminación y acabado de edificios y obras de ingeniería civil",,,"ciiu.433",,"False","True","False"
"ciiu.439",439,"Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil","ciiu.43",,,,"True","False","False"
"ciiu.4390",4390,"Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil",,,"ciiu.439",,"False","True","False"
"ciiu.7","SECCIÓN G","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",,,,,"False","False","False"
"ciiu.45",45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",,,,"ciiu.7","False","False","True"
"ciiu.451",451,"Comercio de vehículos automotores","ciiu.45",,,,"True","False","False"
"ciiu.4511",4511,"Comercio de vehículos automotores nuevos",,,"ciiu.451",,"False","True","False"
"ciiu.4512",4512,"Comercio de vehículos automotores usados",,,"ciiu.451",,"False","True","False"
"ciiu.452",452,"Mantenimiento y reparación de vehículos automotores","ciiu.45",,,,"True","False","False"
"ciiu.4520",4520,"Mantenimiento y reparación de vehículos automotores",,,"ciiu.452",,"False","True","False"
"ciiu.453",453,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores","ciiu.45",,,,"True","False","False"
"ciiu.4530",4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,,"ciiu.453",,"False","True","False"
"ciiu.454",454,"Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios","ciiu.45",,,,"True","False","False"
"ciiu.4541",4541,"Comercio de motocicletas y de sus partes, piezas y accesorios",,,"ciiu.454",,"False","True","False"
"ciiu.4542",4542,"Mantenimiento y reparación de motocicletas y de sus partes y piezas",,,"ciiu.454",,"False","True","False"
"ciiu.46",46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",,,,"ciiu.7","False","False","True"
"ciiu.461",461,"Comercio al por mayor a cambio de una retribución o por contrata","ciiu.46",,,,"True","False","False"
"ciiu.4610",4610,"Comercio al por mayor a cambio de una retribución o por contrata",,,"ciiu.461",,"False","True","False"
"ciiu.462",462,"Comercio al por mayor de materias primas agropecuarias; animales vivos","ciiu.46",,,,"True","False","False"
"ciiu.4620",4620,"Comercio al por mayor de materias primas agropecuarias; animales vivos",,,"ciiu.462",,"False","True","False"
"ciiu.463",463,"Comercio al por mayor de alimentos, bebidas y tabaco","ciiu.46",,,,"True","False","False"
"ciiu.4631",4631,"Comercio al por mayor de productos alimenticios",,,"ciiu.463",,"False","True","False"
"ciiu.4632",4632,"Comercio al por mayor de bebidas y tabaco",,,"ciiu.463",,"False","True","False"
"ciiu.464",464,"Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir)","ciiu.46",,,,"True","False","False"
"ciiu.4641",4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",,,"ciiu.464",,"False","True","False"
"ciiu.4642",4642,"Comercio al por mayor de prendas de vestir",,,"ciiu.464",,"False","True","False"
"ciiu.4643",4643,"Comercio al por mayor de calzado",,,"ciiu.464",,"False","True","False"
"ciiu.4644",4644,"Comercio al por mayor de aparatos y equipo de uso doméstico",,,"ciiu.464",,"False","True","False"
"ciiu.4645",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,,"ciiu.464",,"False","True","False"
"ciiu.4649",4649,"Comercio al por mayor de otros utensilios domésticos n.c.p.",,,"ciiu.464",,"False","True","False"
"ciiu.465",465,"Comercio al por mayor de maquinaria y equipo ","ciiu.46",,,,"True","False","False"
"ciiu.4651",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática",,,"ciiu.465",,"False","True","False"
"ciiu.4652",4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",,,"ciiu.465",,"False","True","False"
"ciiu.4653",4653,"Comercio al por mayor de maquinaria y equipo agropecuarios",,,"ciiu.465",,"False","True","False"
"ciiu.4659",4659,"Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.",,,"ciiu.465",,"False","True","False"
"ciiu.466",466,"Comercio al por mayor especializado de otros productos","ciiu.46",,,,"True","False","False"
"ciiu.4661",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,,"ciiu.466",,"False","True","False"
"ciiu.4662",4662,"Comercio al por mayor de metales y productos metalíferos",,,"ciiu.466",,"False","True","False"
"ciiu.4663",4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,,"ciiu.466",,"False","True","False"
"ciiu.4664",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,,"ciiu.466",,"False","True","False"
"ciiu.4665",4665,"Comercio al por mayor de desperdicios, desechos y chatarra",,,"ciiu.466",,"False","True","False"
"ciiu.4669",4669,"Comercio al por mayor de otros productos n.c.p.",,,"ciiu.466",,"False","True","False"
"ciiu.469",469,"Comercio al por mayor no especializado","ciiu.46",,,,"True","False","False"
"ciiu.4690",4690,"Comercio al por mayor no especializado",,,"ciiu.469",,"False","True","False"
"ciiu.47",47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",,,,"ciiu.7","False","False","True"
"ciiu.471",471,"Comercio al por menor en establecimientos no especializados","ciiu.47",,,,"True","False","False"
"ciiu.4711",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",,,"ciiu.471",,"False","True","False"
"ciiu.4719",4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco",,,"ciiu.471",,"False","True","False"
"ciiu.472",472,"Comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados","ciiu.47",,,,"True","False","False"
"ciiu.4721",4721,"Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados",,,"ciiu.472",,"False","True","False"
"ciiu.4722",4722,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",,,"ciiu.472",,"False","True","False"
"ciiu.4723",4723,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",,,"ciiu.472",,"False","True","False"
"ciiu.4724",4724,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",,,"ciiu.472",,"False","True","False"
"ciiu.4729",4729,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",,,"ciiu.472",,"False","True","False"
"ciiu.473",473,"Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados","ciiu.47",,,,"True","False","False"
"ciiu.4731",4731,"Comercio al por menor de combustible para automotores",,,"ciiu.473",,"False","True","False"
"ciiu.4732",4732,"Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",,,"ciiu.473",,"False","True","False"
"ciiu.474",474,"Comercio al por menor de equipos de informática y de comunicaciones, en establecimientos especializados","ciiu.47",,,,"True","False","False"
"ciiu.4741",4741,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,,"ciiu.474",,"False","True","False"
"ciiu.4742",4742,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",,,"ciiu.474",,"False","True","False"
"ciiu.475",475,"Comercio al por menor de otros enseres domésticos en establecimientos especializados","ciiu.47",,,,"True","False","False"
"ciiu.4751",4751,"Comercio al por menor de productos textiles en establecimientos especializados",,,"ciiu.475",,"False","True","False"
"ciiu.4752",4752,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,,"ciiu.475",,"False","True","False"
"ciiu.4753",4753,"Comercio al por menor de tapices, alfombras y cubrimientos para paredes y pisos en establecimientos especializados",,,"ciiu.475",,"False","True","False"
"ciiu.4754",4754,"Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación",,,"ciiu.475",,"False","True","False"
"ciiu.4755",4755,"Comercio al por menor de artículos y utensilios de uso doméstico",,,"ciiu.475",,"False","True","False"
"ciiu.4759",4759,"Comercio al por menor de otros artículos domésticos en establecimientos especializados",,,"ciiu.475",,"False","True","False"
"ciiu.476",476,"Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados","ciiu.47",,,,"True","False","False"
"ciiu.4761",4761,"Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",,,"ciiu.476",,"False","True","False"
"ciiu.4762",4762,"Comercio al por menor de artículos deportivos, en establecimientos especializados ",,,"ciiu.476",,"False","True","False"
"ciiu.4769",4769,"Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados",,,"ciiu.476",,"False","True","False"
"ciiu.477",477,"Comercio al por menor de otros productos en establecimientos especializados","ciiu.47",,,,"True","False","False"
"ciiu.4771",4771,"Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados",,,"ciiu.477",,"False","True","False"
"ciiu.4772",4772,"Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.",,,"ciiu.477",,"False","True","False"
"ciiu.4773",4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,,"ciiu.477",,"False","True","False"
"ciiu.4774",4774,"Comercio al por menor de otros productos nuevos en establecimientos especializados",,,"ciiu.477",,"False","True","False"
"ciiu.4775",4775,"Comercio al por menor de artículos de segunda mano",,,"ciiu.477",,"False","True","False"
"ciiu.478",478,"Comercio al por menor en puestos de venta móviles","ciiu.47",,,,"True","False","False"
"ciiu.4781",4781,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles",,,"ciiu.478",,"False","True","False"
"ciiu.4782",4782,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",,,"ciiu.478",,"False","True","False"
"ciiu.4789",4789,"Comercio al por menor de otros productos en puestos de venta móviles",,,"ciiu.478",,"False","True","False"
"ciiu.479",479,"Comercio al por menor no realizado en establecimientos, puestos de venta o mercados","ciiu.47",,,,"True","False","False"
"ciiu.4791",4791,"Comercio al por menor realizado a través de Internet",,,"ciiu.479",,"False","True","False"
"ciiu.4792",4792,"Comercio al por menor realizado a través de casas de venta o por correo",,,"ciiu.479",,"False","True","False"
"ciiu.4799",4799,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",,,"ciiu.479",,"False","True","False"
"ciiu.8","SECCIÓN H","TRANSPORTE Y ALMACENAMIENTO",,,,,"False","False","False"
"ciiu.49",49,"Transporte terrestre; transporte por tuberías",,,,"ciiu.8","False","False","True"
"ciiu.491",491,"Transporte férreo","ciiu.49",,,,"True","False","False"
"ciiu.4911",4911,"Transporte férreo de pasajeros",,,"ciiu.491",,"False","True","False"
"ciiu.4912",4912,"Transporte férreo de carga ",,,"ciiu.491",,"False","True","False"
"ciiu.492",492,"Transporte terrestre público automotor","ciiu.49",,,,"True","False","False"
"ciiu.4921",4921,"Transporte de pasajeros",,,"ciiu.492",,"False","True","False"
"ciiu.4922",4922,"Transporte mixto",,,"ciiu.492",,"False","True","False"
"ciiu.4923",4923,"Transporte de carga por carretera",,,"ciiu.492",,"False","True","False"
"ciiu.493",493,"Transporte por tuberías","ciiu.49",,,,"True","False","False"
"ciiu.4930",4930,"Transporte por tuberías",,,"ciiu.493",,"False","True","False"
"ciiu.50",50,"Transporte acuático",,,,"ciiu.8","False","False","True"
"ciiu.501",501,"Transporte marítimo y de cabotaje","ciiu.50",,,,"True","False","False"
"ciiu.5011",5011,"Transporte de pasajeros marítimo y de cabotaje ",,,"ciiu.501",,"False","True","False"
"ciiu.5012",5012,"Transporte de carga marítimo y de cabotaje ",,,"ciiu.501",,"False","True","False"
"ciiu.502",502,"Transporte fluvial","ciiu.50",,,,"True","False","False"
"ciiu.5021",5021,"Transporte fluvial de pasajeros",,,"ciiu.502",,"False","True","False"
"ciiu.5022",5022,"Transporte fluvial de carga",,,"ciiu.502",,"False","True","False"
"ciiu.51",51,"Transporte aéreo",,,,"ciiu.8","False","False","True"
"ciiu.511",511,"Transporte aéreo de pasajeros ","ciiu.51",,,,"True","False","False"
"ciiu.5111",5111,"Transporte aéreo nacional de pasajeros ",,,"ciiu.511",,"False","True","False"
"ciiu.5112",5112,"Transporte aéreo internacional de pasajeros ",,,"ciiu.511",,"False","True","False"
"ciiu.512",512,"Transporte aéreo de carga ","ciiu.51",,,,"True","False","False"
"ciiu.5121",5121,"Transporte aéreo nacional de carga ",,,"ciiu.512",,"False","True","False"
"ciiu.5122",5122,"Transporte aéreo internacional de carga ",,,"ciiu.512",,"False","True","False"
"ciiu.52",52,"Almacenamiento y actividades complementarias al transporte",,,,"ciiu.8","False","False","True"
"ciiu.521",521,"Almacenamiento y depósito","ciiu.52",,,,"True","False","False"
"ciiu.5210",5210,"Almacenamiento y depósito",,,"ciiu.521",,"False","True","False"
"ciiu.522",522,"Actividades de las estaciones, vías y servicios complementarios para el transporte","ciiu.52",,,,"True","False","False"
"ciiu.5221",5221,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",,,"ciiu.522",,"False","True","False"
"ciiu.5222",5222,"Actividades de puertos y servicios complementarios para el transporte acuático",,,"ciiu.522",,"False","True","False"
"ciiu.5223",5223,"Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",,,"ciiu.522",,"False","True","False"
"ciiu.5224",5224,"Manipulación de carga",,,"ciiu.522",,"False","True","False"
"ciiu.5229",5229,"Otras actividades complementarias al transporte",,,"ciiu.522",,"False","True","False"
"ciiu.53",53,"Correo y servicios de mensajería",,,,"ciiu.8","False","False","True"
"ciiu.531",531,"Actividades postales nacionales","ciiu.53",,,,"True","False","False"
"ciiu.5310",5310,"Actividades postales nacionales",,,"ciiu.531",,"False","True","False"
"ciiu.532",532,"Actividades de mensajería","ciiu.53",,,,"True","False","False"
"ciiu.5320",5320,"Actividades de mensajería",,,"ciiu.532",,"False","True","False"
"ciiu.9","SECCIÓN I","ALOJAMIENTO Y SERVICIOS DE COMIDA",,,,,"False","False","False"
"ciiu.55",55,"Alojamiento",,,,"ciiu.9","False","False","True"
"ciiu.551",551,"Actividades de alojamiento de estancias cortas","ciiu.55",,,,"True","False","False"
"ciiu.5511",5511,"Alojamiento en hoteles ",,,"ciiu.551",,"False","True","False"
"ciiu.5512",5512,"Alojamiento en apartahoteles",,,"ciiu.551",,"False","True","False"
"ciiu.5513",5513,"Alojamiento en centros vacacionales ",,,"ciiu.551",,"False","True","False"
"ciiu.5514",5514,"Alojamiento rural",,,"ciiu.551",,"False","True","False"
"ciiu.5519",5519,"Otros tipos de alojamientos para visitantes",,,"ciiu.551",,"False","True","False"
"ciiu.552",552,"Actividades de zonas de camping y parques para vehículos recreacionales","ciiu.55",,,,"True","False","False"
"ciiu.5520",5520,"Actividades de zonas de camping y parques para vehículos recreacionales",,,"ciiu.552",,"False","True","False"
"ciiu.553",553,"Servicio por horas ","ciiu.55",,,,"True","False","False"
"ciiu.5530",5530,"Servicio por horas ",,,"ciiu.553",,"False","True","False"
"ciiu.559",559,"Otros tipos de alojamiento n.c.p.","ciiu.55",,,,"True","False","False"
"ciiu.5590",5590,"Otros tipos de alojamiento n.c.p.",,,"ciiu.559",,"False","True","False"
"ciiu.56",56,"Actividades de servicios de comidas y bebidas",,,,"ciiu.9","False","False","True"
"ciiu.561",561,"Actividades de restaurantes, cafeterías y servicio móvil de comidas","ciiu.56",,,,"True","False","False"
"ciiu.5611",5611,"Expendio a la mesa de comidas preparadas",,,"ciiu.561",,"False","True","False"
"ciiu.5612",5612,"Expendio por autoservicio de comidas preparadas",,,"ciiu.561",,"False","True","False"
"ciiu.5613",5613,"Expendio de comidas preparadas en cafeterías",,,"ciiu.561",,"False","True","False"
"ciiu.5619",5619,"Otros tipos de expendio de comidas preparadas n.c.p.",,,"ciiu.561",,"False","True","False"
"ciiu.562",562,"Actividades de catering para eventos y otros servicios de comidas","ciiu.56",,,,"True","False","False"
"ciiu.5621",5621,"Catering para eventos",,,"ciiu.562",,"False","True","False"
"ciiu.5629",5629,"Actividades de otros servicios de comidas",,,"ciiu.562",,"False","True","False"
"ciiu.563",563,"Expendio de bebidas alcohólicas para el consumo dentro del establecimiento","ciiu.56",,,,"True","False","False"
"ciiu.5630",5630,"Expendio de bebidas alcohólicas para el consumo dentro del establecimiento",,,"ciiu.563",,"False","True","False"
"ciiu.10","SECCIÓN J","INFORMACIÓN Y COMUNICACIONES",,,,,"False","False","False"
"ciiu.101",101,"Procesamiento y conservación de carne, pescado, crustáceos y moluscos ","ciiu.10",,,,"True","False","False"
"ciiu.1011",1011,"Procesamiento y conservación de carne y productos cárnicos",,,"ciiu.101",,"False","True","False"
"ciiu.1012",1012,"Procesamiento y conservación de pescados, crustáceos y moluscos",,,"ciiu.101",,"False","True","False"
"ciiu.102",102,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos","ciiu.10",,,,"True","False","False"
"ciiu.1020",1020,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",,,"ciiu.102",,"False","True","False"
"ciiu.103",103,"Elaboración de aceites y grasas de origen vegetal y animal","ciiu.10",,,,"True","False","False"
"ciiu.1030",1030,"Elaboración de aceites y grasas de origen vegetal y animal",,,"ciiu.103",,"False","True","False"
"ciiu.104",104,"Elaboración de productos lácteos","ciiu.10",,,,"True","False","False"
"ciiu.1040",1040,"Elaboración de productos lácteos",,,"ciiu.104",,"False","True","False"
"ciiu.105",105,"Elaboración de productos de molinería, almidones y productos derivados del almidón","ciiu.10",,,,"True","False","False"
"ciiu.1051",1051,"Elaboración de productos de molinería",,,"ciiu.105",,"False","True","False"
"ciiu.1052",1052,"Elaboración de almidones y productos derivados del almidón",,,"ciiu.105",,"False","True","False"
"ciiu.106",106,"Elaboración de productos de café","ciiu.10",,,,"True","False","False"
"ciiu.1061",1061,"Trilla de café",,,"ciiu.106",,"False","True","False"
"ciiu.1062",1062,"Descafeinado, tostión y molienda del café",,,"ciiu.106",,"False","True","False"
"ciiu.1063",1063,"Otros derivados del café",,,"ciiu.106",,"False","True","False"
"ciiu.107",107,"Elaboración de azúcar y panela","ciiu.10",,,,"True","False","False"
"ciiu.1071",1071,"Elaboración y refinación de azúcar",,,"ciiu.107",,"False","True","False"
"ciiu.1072",1072,"Elaboración de panela",,,"ciiu.107",,"False","True","False"
"ciiu.108",108,"Elaboración de otros productos alimenticios","ciiu.10",,,,"True","False","False"
"ciiu.1081",1081,"Elaboración de productos de panadería",,,"ciiu.108",,"False","True","False"
"ciiu.1082",1082,"Elaboración de cacao, chocolate y productos de confitería",,,"ciiu.108",,"False","True","False"
"ciiu.1083",1083,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",,,"ciiu.108",,"False","True","False"
"ciiu.1084",1084,"Elaboración de comidas y platos preparados",,,"ciiu.108",,"False","True","False"
"ciiu.1089",1089,"Elaboración de otros productos alimenticios n.c.p.",,,"ciiu.108",,"False","True","False"
"ciiu.109",109,"Elaboración de alimentos preparados para animales","ciiu.10",,,,"True","False","False"
"ciiu.1090",1090,"Elaboración de alimentos preparados para animales",,,"ciiu.109",,"False","True","False"
"ciiu.58",58,"Actividades de edición",,,,"ciiu.10","False","False","True"
"ciiu.581",581,"Edición de libros, publicaciones periódicas y otras actividades de edición","ciiu.58",,,,"True","False","False"
"ciiu.5811",5811,"Edición de libros",,,"ciiu.581",,"False","True","False"
"ciiu.5812",5812,"Edición de directorios y listas de correo",,,"ciiu.581",,"False","True","False"
"ciiu.5813",5813,"Edición de periódicos, revistas y otras publicaciones periódicas",,,"ciiu.581",,"False","True","False"
"ciiu.5819",5819,"Otros trabajos de edición",,,"ciiu.581",,"False","True","False"
"ciiu.582",582,"Edición de programas de informática (software)","ciiu.58",,,,"True","False","False"
"ciiu.5820",5820,"Edición de programas de informática (software)",,,"ciiu.582",,"False","True","False"
"ciiu.59",59,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música",,,,"ciiu.10","False","False","True"
"ciiu.591",591,"Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión","ciiu.59",,,,"True","False","False"
"ciiu.5911",5911,"Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,,"ciiu.591",,"False","True","False"
"ciiu.5912",5912,"Actividades de posproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,,"ciiu.591",,"False","True","False"
"ciiu.5913",5913,"Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,,"ciiu.591",,"False","True","False"
"ciiu.5914",5914,"Actividades de exhibición de películas cinematográficas y videos",,,"ciiu.591",,"False","True","False"
"ciiu.592",592,"Actividades de grabación de sonido y edición de musica","ciiu.59",,,,"True","False","False"
"ciiu.5920",5920,"Actividades de grabación de sonido y edición de musica",,,"ciiu.592",,"False","True","False"
"ciiu.60",60,"Actividades de programación, transmisión y/o difusión",,,,"ciiu.10","False","False","True"
"ciiu.601",601,"Actividades de programación y transmisión en el servicio de radiodifusión sonora","ciiu.60",,,,"True","False","False"
"ciiu.6010",6010,"Actividades de programación y transmisión en el servicio de radiodifusión sonora",,,"ciiu.601",,"False","True","False"
"ciiu.602",602,"Actividades de programación y transmisión de televisión","ciiu.60",,,,"True","False","False"
"ciiu.6020",6020,"Actividades de programación y transmisión de televisión",,,"ciiu.602",,"False","True","False"
"ciiu.61",61,"Telecomunicaciones",,,,"ciiu.10","False","False","True"
"ciiu.611",611,"Actividades de telecomunicaciones alámbricas","ciiu.61",,,,"True","False","False"
"ciiu.6110",6110,"Actividades de telecomunicaciones alámbricas",,,"ciiu.611",,"False","True","False"
"ciiu.612",612,"Actividades de telecomunicaciones inalámbricas","ciiu.61",,,,"True","False","False"
"ciiu.6120",6120,"Actividades de telecomunicaciones inalámbricas",,,"ciiu.612",,"False","True","False"
"ciiu.613",613,"Actividades de telecomunicación satelital","ciiu.61",,,,"True","False","False"
"ciiu.6130",6130,"Actividades de telecomunicación satelital",,,"ciiu.613",,"False","True","False"
"ciiu.619",619,"Otras actividades de telecomunicaciones","ciiu.61",,,,"True","False","False"
"ciiu.6190",6190,"Otras actividades de telecomunicaciones",,,"ciiu.619",,"False","True","False"
"ciiu.62",62,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas",,,,"ciiu.10","False","False","True"
"ciiu.620",620,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas","ciiu.62",,,,"True","False","False"
"ciiu.6201",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",,,"ciiu.620",,"False","True","False"
"ciiu.6202",6202,"Actividades de consultoría informática y actividades de administración de instalaciones informáticas",,,"ciiu.620",,"False","True","False"
"ciiu.6209",6209,"Otras actividades de tecnologías de información y actividades de servicios informáticos",,,"ciiu.620",,"False","True","False"
"ciiu.63",63,"Actividades de servicios de información",,,,"ciiu.10","False","False","True"
"ciiu.631",631,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas; portales web","ciiu.63",,,,"True","False","False"
"ciiu.6311",6311,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",,,"ciiu.631",,"False","True","False"
"ciiu.6312",6312,"Portales web",,,"ciiu.631",,"False","True","False"
"ciiu.639",639,"Otras actividades de servicio de información","ciiu.63",,,,"True","False","False"
"ciiu.6391",6391,"Actividades de agencias de noticias",,,"ciiu.639",,"False","True","False"
"ciiu.6399",6399,"Otras actividades de servicio de información n.c.p.",,,"ciiu.639",,"False","True","False"
"ciiu.11","SECCIÓN K","ACTIVIDADES FINANCIERAS Y DE SEGUROS",,,,,"False","False","False"
"ciiu.110",110,"Elaboración de bebidas","ciiu.11",,,,"True","False","False"
"ciiu.1101",1101,"Destilación, rectificación y mezcla de bebidas alcohólicas",,,"ciiu.110",,"False","True","False"
"ciiu.1102",1102,"Elaboración de bebidas fermentadas no destiladas",,,"ciiu.110",,"False","True","False"
"ciiu.1103",1103,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",,,"ciiu.110",,"False","True","False"
"ciiu.1104",1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",,,"ciiu.110",,"False","True","False"
"ciiu.64",64,"Actividades de servicios financieros, excepto las de seguros y de pensiones",,,,"ciiu.11","False","False","True"
"ciiu.641",641,"Intermediación monetaria","ciiu.64",,,,"True","False","False"
"ciiu.6411",6411,"Banco Central",,,"ciiu.641",,"False","True","False"
"ciiu.6412",6412,"Bancos comerciales",,,"ciiu.641",,"False","True","False"
"ciiu.642",642,"Otros tipos de intermediación monetaria","ciiu.64",,,,"True","False","False"
"ciiu.6421",6421,"Actividades de las corporaciones financieras",,,"ciiu.642",,"False","True","False"
"ciiu.6422",6422,"Actividades de las compañías de financiamiento",,,"ciiu.642",,"False","True","False"
"ciiu.6423",6423,"Banca de segundo piso",,,"ciiu.642",,"False","True","False"
"ciiu.6424",6424,"Actividades de las cooperativas financieras",,,"ciiu.642",,"False","True","False"
"ciiu.643",643,"Fideicomisos, fondos (incluye fondos de cesantías) y entidades financieras similares","ciiu.64",,,,"True","False","False"
"ciiu.6431",6431,"Fideicomisos, fondos y entidades financieras similares",,,"ciiu.643",,"False","True","False"
"ciiu.6432",6432,"Fondos de cesantías",,,"ciiu.643",,"False","True","False"
"ciiu.649",649,"Otras actividades de servicio financiero, excepto las de seguros y pensiones","ciiu.64",,,,"True","False","False"
"ciiu.6491",6491,"Leasing financiero (arrendamiento financiero)",,,"ciiu.649",,"False","True","False"
"ciiu.6492",6492,"Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario",,,"ciiu.649",,"False","True","False"
"ciiu.6493",6493,"Actividades de compra de cartera o factoring",,,"ciiu.649",,"False","True","False"
"ciiu.6494",6494,"Otras actividades de distribución de fondos",,,"ciiu.649",,"False","True","False"
"ciiu.6495",6495,"Instituciones especiales oficiales",,,"ciiu.649",,"False","True","False"
"ciiu.6499",6499,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,,"ciiu.649",,"False","True","False"
"ciiu.65",65,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",,,,"ciiu.11","False","False","True"
"ciiu.651",651,"Seguros y capitalización","ciiu.65",,,,"True","False","False"
