"id","name","code"
"476","Comercio  al  por  menor  de  artículos  culturales  y  de  entretenimiento,  en establecimientos especializados.","476"
"477","Comercio  al  por  menor  de  otros  productos  en  establecimientos especializados.","477"
"478","Comercio al por menor en puestos de venta móviles.","478"
"479","Comercio al por menor no realizado en establecimientos, puestos de venta o mercados.","479"
"491","Transporte férreo.","491"
"492","Transporte terrestre público automotor.","492"
"493","Transporte por tuberías.","493"
"501","Transporte marítimo y de cabotaje.","501"
"502","Transporte fluvial.","502"
"511","Transporte aéreo de pasajeros.","511"
"512","Transporte aéreo de carga.","512"
"521","Almacenamiento y depósito.","521"
"522","Actividades  de  las  estaciones,  vías  y  servicios  complementarios  para  el transporte.","522"
"531","Actividades postales nacionales.","531"
"532","Actividades de mensajería.","532"
"551","Actividades de alojamiento de estancias cortas.","551"
"552","Actividades de zonas de camping y parques para vehículos recreacionales.","552"
"553","Servicio por horas.","553"
"559","Otros tipos de alojamiento n.c.p.","559"
"561","Actividades de restaurantes, cafeterías y servicio móvil de comidas.","561"
"562","Actividades de catering para eventos y otros servicios de comidas.","562"
"563","Expendio de bebidas alcohólicas para el consumo dentro del establecimiento.","563"
"581","Edición de libros, publicaciones periódicas y otras actividades de edición.","581"
"582","Edición de programas de informática (software).","582"
"591","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión.","591"
"592","Actividades de grabación de sonido y edición de música.","592"
"601","Actividades  de  programación  y  transmisión  en  el  servicio  de  radiodifusión sonora.","601"
"602","Actividades de programación y transmisión de televisión.","602"
"611","Actividades de telecomunicaciones alámbricas.","611"
"612","Actividades de telecomunicaciones inalámbricas.","612"
"613","Actividades de telecomunicación satelital.","613"
"619","Otras actividades de telecomunicaciones.","619"
"620","Desarrollo  de  sistemas  informáticos  (planificación,  análisis,  diseño, programación, pruebas), consultoría informática y actividades relacionadas.","620"
"631","Procesamiento  de  datos,  alojamiento  (hosting)  y  actividades  relacionadas; portales web.","631"
"639","Otras actividades de servicio de información.","639"
"641","Intermediación monetaria.","641"
"642","Otros tipos de intermediación monetaria.","642"
"643","Fideicomisos,  fondos  (incluye  fondos  de  cesantías)  y  entidades  financieras similares.","643"
"649","Otras actividades de servicio financiero, excepto las de seguros y pensiones.","649"
"651","Seguros.","651"
"652","Servicios de seguros sociales excepto los de pensiones.","652"
"653","Servicios de seguros sociales en pensiones, excepto los programas de seguridad social.","653"
"661","Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones.","661"
"662","Actividades de servicios auxiliares de los servicios de seguros y pensiones.","662"
"663","Actividades de administración de fondos.","663"
"681","Actividades inmobiliarias realizadas con bienes propios o arrendados.","681"
"682","Actividades  inmobiliarias  realizadas  a  cambio  de  una  retribución  o  por contrata.","682"
"691","Actividades jurídicas.","691"
"692","Actividades  de  contabilidad,  teneduría  de  libros,  auditoría  financiera  y asesoría tributaria.","692"
"701","Actividades de administración empresarial.","701"
"702","Actividades de consultoría de gestión.","702"
"711","Actividades  de  arquitectura  e  ingeniería  y  otras  actividades  conexas  de consultoría técnica.","711"
"712","Ensayos y análisis técnicos.","712"
"721","Investigaciones  y  desarrollo  experimental  en  el  campo  de  las  ciencias naturales y la ingeniería.","721"
"722","Investigaciones  y  desarrollo  experimental  en  el  campo  de  las  ciencias sociales y las humanidades.","722"
"731","Publicidad.","731"
"732","Estudios de mercado y realización de encuestas de opinión pública.","732"
"741","Actividades especializadas de diseño.","741"
"742","Actividades de fotografía.","742"
"749","Otras actividades profesionales, científicas y técnicas n.c.p.","749"
"750","Actividades veterinarias.","750"
"771","Alquiler y arrendamiento de vehículos automotores.","771"
"772","Alquiler y arrendamiento de efectos personales y enseres domésticos.","772"
"773","Alquiler  y  arrendamiento  de  otros  tipos  de  maquinaria,  equipo  y  bienes tangibles n.c.p.","773"
"774","Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor.","774"
"781","Actividades de agencias de gestión y colocación de empleo.","781"
"782","Actividades de empresas de servicios temporales.","782"
"783","Otras actividades de provisión de talento humano.","783"
"791","Actividades de las agencias de viajes y operadores turísticos.","791"
"799","Otros servicios de reserva y actividades relacionadas.","799"
"801","Actividades de seguridad privada.","801"
"802","Actividades de servicios de sistemas de seguridad.","802"
"803","Actividades de detectives e investigadores privados.","803"
"811","Actividades combinadas de apoyo a instalaciones.","811"
"812","Actividades de limpieza.","812"
"813","Actividades de paisajismo y servicios de mantenimiento conexos.","813"
"821","Actividades administrativas y de apoyo de oficina.","821"
"822","Actividades de centros de llamadas (call center).","822"
"823","Organización de convenciones y eventos comerciales.","823"
"829","Actividades de servicios de apoyo a las empresas n.c.p.","829"
"841","Administración del Estado y aplicación de la política económica y social de la comunidad.","841"
"842","Prestación de servicios a la comunidad en general.","842"
"843","Actividades de planes de seguridad social de afiliación obligatoria.","843"
"851","Educación de la primera infancia, preescolar y básica primaria.","851"
"852","Educación secundaria y de formación laboral.","852"
"853","Establecimientos que combinan diferentes niveles de educación.","853"
"854","Educación superior.","854"
"855","Otros tipos de educación.","855"
"856","Actividades de apoyo a la educación.","856"
"861","Actividades de hospitales y clínicas, con internación.","861"
"862","Actividades de práctica médica y odontológica, sin internación.","862"
"869","Otras actividades de atención relacionadas con la salud humana.","869"
"871","Actividades de atención residencial medicalizada de tipo general.","871"
"872","Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas.","872"
"873","Actividades  de  atención  en  instituciones  para  el  cuidado  de  personas mayores y/o discapacitadas.","873"
"879","Otras actividades de atención en instituciones con alojamiento.","879"
"881","Actividades  de  asistencia  social  sin  alojamiento  para  personas  mayores  y discapacitadas.","881"
"889","Otras actividades de asistencia social sin alojamiento.","889"
"900","Actividades creativas, artísticas y de entretenimiento.","900"
"910","Actividades de bibliotecas, archivos, museos y otras actividades culturales.","910"
"920","Actividades de juegos de azar y apuestas.","920"
"931","Actividades deportivas.","931"
"932","Otras actividades recreativas y de esparcimiento.","932"
"941","Actividades de asociaciones empresariales y de empleadores, y asociaciones profesionales.","941"
"942","Actividades de sindicatos de empleados.","942"
"949","Actividades de otras asociaciones.","949"
"951","Mantenimiento y reparación de computadores y equipo de comunicaciones.","951"
"952","Mantenimiento y reparación de efectos personales y enseres domésticos.","952"
"960","Otras actividades de servicios personales.","960"
"970","Actividades  de  los  hogares  individuales  como  empleadores  de  personal doméstico.","970"
"981","Actividades  no  diferenciadas  de  los  hogares  individuales  como  productores de bienes para uso propio.","981"
"982","Actividades  no  diferenciadas  de  los  hogares  individuales  como  productores de servicios para uso propio.","982"
"990","Actividades de organizaciones y entidades extraterritoriales.","990"
